title,description,endDate,yesPrice,noPrice
Will Arsenal finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.915,0.085
Will Aston Villa finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.001,0.999
Will Chelsea finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.001,0.999
Will Liverpool finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.001,0.999
Will Manchester City finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.0435,0.9565
Will Newcastle finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.033,0.967
Will Nottingham Forest finish in 2nd place for the 2024-25 EPL season?,"This market will resolve according to the team that finishes in 2nd place for the 2024-25 English Premier League.

If it is impossible for a team to finish in 2nd place for the 2024-25 English Premier League based on the rules of the EPL (i.e. they are mathematically eliminated from finishing in 2nd place), the corresponding market will immediately resolve to “No”. Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

If the season is permanently canceled, or otherwise the standings have not been finalized by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the EPL.",2025-05-25T12:00:00Z,0.0285,0.9715
Will Mohamed Salah break the assists record this season?,"This market will resolve to ""Yes"" if Mohammed Salah finishes the 2024-25 EPL Season with 21 or more assists, breaking the record set by Thierry Henry and Kevin De Bruyne. Otherwise, this market will resolve to ""No"".

If Salah records his 21st assist before the end of the 2024-25 EPL Season, this market will resolve to ""Yes"". 

The resolution source for this market will be the EPL, however a consensus of credible reporting may also be used.",2025-05-25T12:00:00Z,0.395,0.605
Israel x Egypt sever diplomatic relations before July?,"This market will resolve to ""Yes"" if either Israel or Egypt formally announces that they have suspended diplomatic relations with with the other by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source will be official information from the Israeli or Egyptian government, however, a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.055,0.945
"Trump, Putin, and Zelensky seen together before July?","This market will resolve to ""Yes"" if Donald Trump, Vladimir Putin, and Volodymyr Zelensky are photographed or videotaped together, in the same frame, between February 12, 5:00 PM ET and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For this market to resolve to ""Yes"" the images or video must be taken and released within this market's timeframe. The images or video must be authentic, not the result of artificial intelligence or video editing.

The resolution source for this market will be the images or video of Donald Trump, Vladimir Putin, and Volodymyr Zelensky together.",2025-06-30T12:00:00Z,0.0405,0.9595
Will Trump visit Russia in first 100 days?,"If U.S. President Donald Trump visits the Russian Federation between February 12 and April 29, 2025 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial or maritime territory of the Russian Federation. Whether or not Trump enters the country's airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from government of the United States of America, official information from Trump or released by his verified social media accounts (e.g. https://twitter.com/POTUS), however, a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.0045,0.9955
Will Putin visit the U.S. before July?,"This market will resolve to ""Yes"" if Vladimir Putin visits the U.S. between February 12 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Putin physically entering the terrestrial or maritime territory of the United States. Whether or not Putin enters U.S. airspace during the timeframe of this market will have no bearing on a positive resolution.

The resolution source will be a consensus of credible reporting. ",2025-06-30T12:00:00Z,0.032,0.968
Will Kamala Harris announce California Governor run before July?,"This market will resolve to ""Yes"" if Former United States Vice President Kamala Harris announces that she is running for Governor of California in the 2026 midterm election, between February 12, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For the purpose of resolving this market, an announcement by Kamala Harris will be sufficient to trigger a ""Yes"" resolution, regardless of whether she actually filed a nomination to run, or whether she actually files a nomination to run in the future.

The primary resolution source for this market will be official statements by Kamala Harris (ex: via speech, social media, etc.) or her official or legal representatives, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.135,0.865
Will Amazon buy Lyft before July?,"This market will resolve to ""Yes"" if it is announced that Lyft will be, has been, or is being acquired by or merged with Amazon by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by Lyft or Amazon will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If Lyft is part of an acquisition or merger involving Amazon, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from Lyft or Amazon, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.037,0.963
Will Tim Walz announce Senate run before July?,"This market will resolve to ""Yes"" if Governor of Minnesota Tim Walz announces that he is running for US Senator from Minnesota in the 2026 midterm election, between February 12, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For the purpose of resolving this market, an announcement by Tim Walz will be sufficient to trigger a ""Yes"" resolution, regardless of whether he actually filed a nomination to run, or whether he actually files a nomination to run in the future.

The primary resolution source for this market will be official statements by Tim Walz (ex: via speech, social media, etc.) or his official or legal representatives, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.348,0.652
AOC charged before July? ,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of Alexandria Ocasio-Cortez by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State.

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.019,0.981
Government coalition formed within 100 days of German election?,"German elections are scheduled for February 23, 2025.

This market will resolve to ""Yes"" if a coalition agreement (Koalitionsvertrag) for the next German government after the election is officially signed by June 2, 2025 11:59 PM ET. Otherwise this market will resolve to “No”.

The resolution source for this market will be a consensus of credible reporting.",2025-06-02T12:00:00Z,0.985,0.015
Will Trump Media invest in Bitcoin before July?,"Trump Media & Technology Group (TMTG) recently announced it would launch Truth.Fi, a financial services platform with plans to buy cryptocurrencies and other, more traditional assets. You can read more about that here: https://www.ft.com/content/ee0edda4-fca6-4c1e-bc66-d21ec7302690

This market will resolve to ""Yes"" if TMTG buys any amount of Bitcoin, either directly or through a subsidiary, between February 13, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be announcements through official information from TMTG, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.16,0.84
Will Trump Media invest in Ethereum before July?,"Trump Media & Technology Group (TMTG) recently announced it would launch Truth.Fi, a financial services platform with plans to buy cryptocurrencies and other, more traditional assets. You can read more about that here: https://www.ft.com/content/ee0edda4-fca6-4c1e-bc66-d21ec7302690

This market will resolve to ""Yes"" if TMTG buys any amount of Ethereum, either directly or through a subsidiary, between February 13, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be announcements through official information from TMTG, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.26,0.74
Will Trump Media invest in Solana before July?,"Trump Media & Technology Group (TMTG) recently announced it would launch Truth.Fi, a financial services platform with plans to buy cryptocurrencies and other, more traditional assets. You can read more about that here: https://www.ft.com/content/ee0edda4-fca6-4c1e-bc66-d21ec7302690

This market will resolve to ""Yes"" if TMTG buys any amount of Solana, either directly or through a subsidiary, between February 13, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be announcements through official information from TMTG, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.155,0.845
Will Trump Media invest in $TRUMP before July?,"Trump Media & Technology Group (TMTG) recently announced it would launch Truth.Fi, a financial services platform with plans to buy cryptocurrencies and other, more traditional assets. You can read more about that here: https://www.ft.com/content/ee0edda4-fca6-4c1e-bc66-d21ec7302690

This market will resolve to ""Yes"" if TMTG buys any amount of $TRUMP (https://solscan.io/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN), either directly or through a subsidiary, between February 13, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be announcements through official information from TMTG, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.085,0.915
Will Pamela Bondi be out as Attorney General in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0035,0.9965
Will Scott Bessent be out as Secretary of the Treasury in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0055,0.9945
Will Pete Hegseth be out as Secretary of Defense in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0285,0.9715
Will Marco Rubio be out as Secretary of State in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0035,0.9965
Will Robert F. Kennedy Jr. be out as Secretary of Health and Human Services in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0055,0.9945
Will Tulsi Gabbard be out as Director of National Intelligence in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0045,0.9955
Will Lee Zeldin be out as Administrator of the Environmental Protection Agency in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.0035,0.9965
Will Karoline Leavitt be out as White House Press Secretary in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.002,0.998
Will Jerome Powell be out as Federal Reserve Chair in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.004,0.996
Will Susie Wiles be out as White House Chief of Staff in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T12:00:00Z,0.003,0.997
Will DOGE audit Fort Knox before May?,"This market will resolve to ""Yes"" if the Department of Government Efficiency (DOGE) initiates an audit of the Fort Knox gold reserves by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any physical or in person of investigation into the Fort Knox gold reserves will qualify. 

The primary resolution source for this market will be information from DOGE and the US federal government, however a consensus of credible reporting will also be used.",2025-04-30T12:00:00Z,0.01,0.99
Israel withdraws from Lebanon before July?,"This market will resolve to ""Yes"" if Israel announces it has withdrawn all ground forces from Lebanon between February 17, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For this market to resolve to ""Yes"" it is sufficient that Israel announces its ground forces have withdrawn from all Lebanon territory, regardless of if some Lebanese territory remains under their control or ground incursions by Israeli forces continue. However, an announcement of a planned or future withdrawal will not suffice.

The Shebaa Farms area is considered Israeli territory for the purposes of this market and will not be considered toward its resolution.

The primary resolution source for this market will be information from the Israeli government, however an overwhelming consensus of credible reporting confirming that Israel has withdrawn may also be used.",2025-06-30T12:00:00Z,0.055,0.945
Tiffany Fong pregnant before July?,"This market will resolve to ""Yes"" if Tiffany Fong (@TiffanyFong_) announces that she is pregnant between February 16, 2025, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Only credible announcements will qualify. Pregnancy announcements that are jokes, or otherwise aren't credible won't count.    

The resolution source will be statements from Tiffany Fong or her representatives, however a definitive consensus of credible media reporting may be considered.
",2025-06-30T12:00:00Z,0.034,0.966
Will OpenAI release an open source model before July?,"This market will resolve to ""Yes"" if OpenAI publicly releases the weights of a reasoning model (e.g., o1, o3) or a large language model (LLM) that is as advanced as GPT-3 by June 30, 2025, 11:59 PM ET.  Otherwise, this market will resolve to “No”. 

Multimodal models (e.g., DALL·E, vision-language models), speech or audio-based models (e.g., Whisper), specialized AI agents or reinforcement learning models (e.g., robotics, AlphaCode-like systems) or models that otherwise do not meet the listed criteria will not qualify.

The resolution source for this market will be a consensus of credible reporting.",2025-06-30T12:00:00Z,0.595,0.405
Will PMF or Die build a $1m business in 90 days?,"This market will resolve to ""Yes"" if the ongoing PMF or Die challenge featuring Blake Anderson and Patrick Callaway is completed, defined as achieving $1 million annual recurring revenue (ARR) within in 90 days from the start of the challenge. If the PMF or Die challenge is permanently canceled or otherwise has not been completed by May 31, 2025, 11:59 PM ET this market will resolve to ""No"".

The resolution source for this market is https://pmfordie.com. ",2025-05-31T12:00:00Z,0.0345,0.9655
Will NASA estimate a 4% chance of asteroid hitting Earth?,"This market will resolve to ""Yes"" if the National Aeronautics and Space Administration (NASA) estimates that the 2024 YR4 asteroid has a 4% or greater chance of hitting Earth at any point by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The resolution source for this market will be information from NASA, specifically the Center for Near Earth Object Studies chart for Impact Risk Data, available here: https://cneos.jpl.nasa.gov/sentry/.

Look for ""(2024 YR4)"" under ""Object Designation"", and check the figure under ""Impact Probability (Cumulative)"" to find the information that will be used to resolve this market.",2025-06-30T12:00:00Z,0.013,0.987
Trump bans China from buying US farmland?,"This market will resolve to ""Yes"" if Donald Trump performs any executive action or signs an executive order or a bill into law with the explicit intent of banning Chinese entities from purchasing farmland in the United States by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

""Chinese entities"" include the government of the People's Republic of China (PRC), as well as state-owned enterprises, private companies, or individuals based in that country. Broad restrictions on foreign ownership that are not made with the intent of specifically preventing Chinese entities form buying farmland will not count toward this market's resolution.

The primary resolution source for this market will be information from the US government, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.189,0.811
Will Trump audit Ukraine aid before May?,"This market will resolve to ""Yes"" if the U.S. Government initiates an official audit or investigation into U.S. foreign aid sent to Ukraine by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A qualifying audit/investigation must be specifically directed at U.S. foreign aid sent to Ukraine. General audits of the Department of Defense or State Department will not alone qualify. 

The primary resolution source for this market will be information from the US federal government, however a consensus of credible reporting will also be used.
",2025-04-30T12:00:00Z,0.0585,0.9415
Stacey Abrams charged in 2025?,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of former Georgia State Representative Stacey Abrams by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State.

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.06,0.94
Will Trump visit Russia before July?,"If U.S. President Donald Trump visits the Russian Federation between February 19 and June 30, 2025 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial or maritime territory of the Russian Federation. Whether or not Trump enters the country's airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this market will be official information from the government of the United States of America, official information from Trump or released by his verified social media accounts (e.g. https://twitter.com/POTUS), however, a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.07,0.93
Will Jack Dorsey confirm he is Satoshi before May?,"This market will resolve to ""Yes"" if Jack Dorsey publicly confirms he is Bitcoin creator ""Satoshi Nakamoto"", or part of a collective called ""Satoshi Nakamoto"", by April 30, 2025, 11:59 PM ET. Otherwise this market will resolve to ""No"".

Only credible announcements will qualify. Announcements that are jokes, or otherwise aren't credible won't count.

If Dorsey denies being Bitcoin's creator Satoshi Nakamoto between February 20, and April 30, 2025, 11:59 PM ET, this market will resolve to ""No"".

The resolution source for this market is public statements from Jack Dorsey.
",2025-04-30T12:00:00Z,0.0035,0.9965
Trump announces withdrawal of U.S. troops from Warsaw Pact country before July?,"This market will resolve to ""Yes"" if the Trump administration officially announces the withdrawal of all U.S. troops from at least one former Warsaw Pact country by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement of the withdrawal of a permanent U.S. troop presence will count, even if rotational deployments remain. Likewise, an announcement of the end of rotational deployments in a country that does not have a permanent U.S. troop presence will also count, however announcements of force reductions, or partial withdrawals will not qualify. 

Any official announcement made within in this market's timeframe will qualify, regardless of if/when the policy is implemented.

Any country which includes a former Warsaw Pact country will count (e.g. Germany,  Czech Republic, Slovakia, qualify).

The resolution source will be official information from the Trump administration however a consensus of credible repeating may also be used. 
",2025-06-30T12:00:00Z,0.09,0.91
Will DOGE audit the Federal Reserve before May?,"This market will resolve to ""Yes"" if the Department of Government Efficiency (DOGE) initiates an official audit of the Federal Reserve by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An audit must be explicitly referred to as such in official government documents, press releases, or credible news reports for it to count as an audit.

The primary resolution source for this market will be information from DOGE and the US federal government, however a consensus of credible reporting will also be used.
",2025-04-30T12:00:00Z,0.005,0.995
Trump in Russia on Victory Day May 9?,"If U.S. President Donald Trump is in the Russian Federation at any point on the date of May 9, 2025, Moscow Standard Time (GMT+3), this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, Trump must physically be in the terrestrial or maritime territory of the Russian Federation. Whether or not Trump enters the country's airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this market will be official information from the government of the United States of America, official information from Trump or released by his verified social media accounts (e.g. https://twitter.com/POTUS), however, a consensus of credible reporting will also be used.",2025-05-09T12:00:00Z,0.034,0.966
Will Bill Clinton be named in Epstein files?,"This market will resolve to ""Yes"" if the Trump Administration (including any federal court) publicly releases any previously classified, sealed or unreleased files pertaining to the illegal activities of Jeffrey Epstein which contain any mention of the listed individual by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any mention of the listed individual, regardless of if connected to nefarious or illegal activities will qualify.  

If the Trump administration releases files which do not contain mention of the listed individual, this market will remain open until the resolution date to allow for additional files to be released. 

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.27,0.73
Will Hillary Clinton be named in Epstein files?,"This market will resolve to ""Yes"" if the Trump Administration (including any federal court) publicly releases any previously classified, sealed or unreleased files pertaining to the illegal activities of Jeffrey Epstein which contain any mention of the listed individual by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any mention of the listed individual, regardless of if connected to nefarious or illegal activities will qualify.  

If the Trump administration releases files which do not contain mention of the listed individual, this market will remain open until the resolution date to allow for additional files to be released. 

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.255,0.745
Will Barack Obama be named in Epstein files?,"This market will resolve to ""Yes"" if the Trump Administration (including any federal court) publicly releases any previously classified, sealed or unreleased files pertaining to the illegal activities of Jeffrey Epstein which contain any mention of the listed individual by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any mention of the listed individual, regardless of if connected to nefarious or illegal activities will qualify.  

If the Trump administration releases files which do not contain mention of the listed individual, this market will remain open until the resolution date to allow for additional files to be released. 

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.06,0.94
Will RFK remove raw milk ban?,"This market will resolve to “Yes” if the Trump administration takes any action explicitly eliminating or reducing federal restrictions on the sale or distribution of raw (unpasteurized) milk by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No.”

Actions that would qualify for a ""Yes"" resolution include, but are not limited to:
- Repealing or modifying 21 CFR § 1240.61, the FDA’s interstate raw milk sales ban.
- Issuing an executive order or agency directive to stop enforcing the interstate raw milk ban.
- Any federal action that blocks, repeals, or significantly weakens the Pasteurized Milk Ordinance (PMO) as it relates to raw milk.

Any action meeting these criteria will count, regardless of if/when their implementation goes into effect.

The primary resolution source will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-06-30T12:00:00Z,0.2,0.8
Will the Roosevelt Hotel Asylum Center be shut down before May?,"On February24, Eric Adams announced ""We will begin the process of closing down The Roosevelt Hotel’s Asylum Arrival Center"" (see: https://x.com/NYCMayor/status/1894029917408403665).

This market will resolve to ""Yes"" if the ""Roosevelt Hotel’s Asylum Arrival Center"" is completely shut down by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"". 

The resolution source for this market will be official information from New York City and a consensus of credible reporting. ",2025-04-30T12:00:00Z,0.071,0.929
Will Tom Hanks be named in Epstein files?,"This market will resolve to ""Yes"" if the Trump Administration (including any federal court) publicly releases any previously classified, sealed or unreleased files pertaining to the illegal activities of Jeffrey Epstein which contain any mention of the listed individual by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any mention of the listed individual, regardless of if connected to nefarious or illegal activities will qualify.  

If the Trump administration releases files which do not contain mention of the listed individual, this market will remain open until the resolution date to allow for additional files to be released. 

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.12,0.88
Will Oprah Winfrey be named in Epstein files?,"This market will resolve to ""Yes"" if the Trump Administration (including any federal court) publicly releases any previously classified, sealed or unreleased files pertaining to the illegal activities of Jeffrey Epstein which contain any mention of the listed individual by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any mention of the listed individual, regardless of if connected to nefarious or illegal activities will qualify.  

If the Trump administration releases files which do not contain mention of the listed individual, this market will remain open until the resolution date to allow for additional files to be released. 

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.125,0.875
